video_id,published_at,channel,topic,company_id,company,title,views,likes,comments,watch_time_minutes,country,sentiment_score,trend_score,funding_estimate_musd,hiring_activity_index,hashtags,popularity_growth_pct,volatility_metric,ai_summary,risk_indicator,innovation_score,adoption_score,source_reference
YT-800857,2025-11-13T03:00:00,Machine Learning Street Talk,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,102964,6598,786,261225,United Arab Emirates,0.393,67.56,25.45,32.71,#aiagents|#AI|#AE,-2.12,8.59,"Anthropic teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.11,74.73,https://youtube.example.com/watch?v=800857
YT-800858,2025-11-14T03:00:00,Machine Learning Street Talk,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,37054,903,109,65063,United States,0.366,77.56,13.03,31.24,#aiagents|#AI|#US,1.16,8.54,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,94.32,76.35,https://youtube.example.com/watch?v=800858
YT-800859,2025-11-14T08:00:00,Machine Learning Street Talk,AI Agents,CMP-013,Cursor,AI Agents market update: what Cursor says about 2026 demand,31714,1582,183,73535,United States,0.101,77.56,22.84,34.31,#aiagents|#AI|#US,1.16,8.54,"Cursor teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,94.32,76.35,https://youtube.example.com/watch?v=800859
YT-800860,2025-11-15T19:00:00,Fireship,AI Agents,CMP-014,Replit,AI Agents market update: what Replit says about 2026 demand,16230,472,97,32252,Singapore,0.539,77.67,16.18,42.29,#aiagents|#AI|#SG,-0.41,9.33,"Analysts note that ai agents usage patterns on Nov 15, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,95.62,74.39,https://youtube.example.com/watch?v=800860
YT-800861,2025-11-15T07:00:00,Fireship,AI Agents,CMP-001,OpenAI,AI Agents market update: what OpenAI says about 2026 demand,53345,1726,156,68589,Singapore,0.134,77.67,11.13,24.87,#aiagents|#AI|#SG,-0.41,9.33,"Analysts note that ai agents usage patterns on Nov 15, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,95.62,74.39,https://youtube.example.com/watch?v=800861
YT-800862,2025-11-16T13:00:00,The AI Breakdown,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,105814,7993,805,119740,China,0.239,68.35,22.52,33.42,#aiagents|#AI|#CN,-0.55,6.87,"Analysts note that ai agents usage patterns on Nov 16, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.96,76.78,https://youtube.example.com/watch?v=800862
YT-800863,2025-11-16T00:00:00,Machine Learning Street Talk,AI Agents,CMP-014,Replit,AI Agents market update: what Replit says about 2026 demand,43912,1117,162,78514,China,0.258,68.35,26.78,41.36,#aiagents|#AI|#CN,-0.55,6.87,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.96,76.78,https://youtube.example.com/watch?v=800863
YT-800864,2025-11-17T05:00:00,Cloud Native Bytes,AI Agents,CMP-031,AgentForge,AI Agents market update: what AgentForge says about 2026 demand,50084,2452,373,90053,India,0.561,70.44,44.14,38.09,#aiagents|#AI|#IN,3.36,9.41,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,92.4,75.26,https://youtube.example.com/watch?v=800864
YT-800865,2025-11-17T21:00:00,The AI Breakdown,AI Agents,CMP-031,AgentForge,AI Agents market update: what AgentForge says about 2026 demand,125227,3824,307,154543,India,0.33,70.44,10.65,33.12,#aiagents|#AI|#IN,3.36,9.41,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,92.4,75.26,https://youtube.example.com/watch?v=800865
YT-800866,2025-11-17T08:00:00,Machine Learning Street Talk,AI Agents,CMP-009,Scale AI,AI Agents market update: what Scale AI says about 2026 demand,75984,2510,409,161215,Singapore,0.365,76.72,20.24,38.82,#aiagents|#AI|#SG,-0.37,6.9,"Scale AI teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,96.04,71.73,https://youtube.example.com/watch?v=800866
YT-800867,2025-11-17T04:00:00,Fireship,AI Agents,CMP-028,LangChain,AI Agents market update: what LangChain says about 2026 demand,49671,3936,367,68690,Singapore,0.184,76.72,30.64,39.81,#aiagents|#AI|#SG,-0.37,6.9,"LangChain teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,96.04,71.73,https://youtube.example.com/watch?v=800867
YT-800868,2025-11-18T12:00:00,MLOps Weekly,AI Agents,CMP-014,Replit,AI Agents market update: what Replit says about 2026 demand,75252,3691,341,162904,United Kingdom,0.632,77.07,39.05,36.07,#aiagents|#AI|#UK,0.75,8.12,"Analysts note that ai agents usage patterns on Nov 18, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.3,78.53,https://youtube.example.com/watch?v=800868
YT-800869,2025-11-18T02:00:00,Two Minute Papers,AI Agents,CMP-009,Scale AI,AI Agents market update: what Scale AI says about 2026 demand,118635,4427,800,122505,United Kingdom,0.317,77.07,14.65,42.73,#aiagents|#AI|#UK,0.75,8.12,"Scale AI teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.3,78.53,https://youtube.example.com/watch?v=800869
YT-800870,2025-11-19T05:00:00,Two Minute Papers,AI Agents,CMP-014,Replit,AI Agents market update: what Replit says about 2026 demand,37006,2995,334,51183,United States,0.341,78.67,15.97,39.45,#aiagents|#AI|#US,-0.31,6.38,"Replit teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,95.24,78.45,https://youtube.example.com/watch?v=800870
YT-800871,2025-11-19T08:00:00,The AI Breakdown,AI Agents,CMP-031,AgentForge,AI Agents market update: what AgentForge says about 2026 demand,98439,4840,586,95533,United States,0.38,78.67,19.2,29.17,#aiagents|#AI|#US,-0.31,6.38,"Analysts note that ai agents usage patterns on Nov 19, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,95.24,78.45,https://youtube.example.com/watch?v=800871
YT-800872,2025-11-19T13:00:00,Fireship,AI Agents,CMP-028,LangChain,AI Agents market update: what LangChain says about 2026 demand,57886,2992,410,88150,Canada,0.358,67.59,30.57,48.08,#aiagents|#AI|#CA,-6.98,12.01,"Analysts note that ai agents usage patterns on Nov 19, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.09,78.75,https://youtube.example.com/watch?v=800872
YT-800873,2025-11-19T03:00:00,Fireship,AI Agents,CMP-028,LangChain,AI Agents market update: what LangChain says about 2026 demand,74568,5577,1036,187807,Canada,0.443,67.59,17.57,47.42,#aiagents|#AI|#CA,-6.98,12.01,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.09,78.75,https://youtube.example.com/watch?v=800873
YT-800874,2025-11-20T09:00:00,Two Minute Papers,AI Agents,CMP-013,Cursor,AI Agents market update: what Cursor says about 2026 demand,86091,6703,681,92971,United States,0.07,77.87,12.22,32.5,#aiagents|#AI|#US,-1.02,6.65,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,97.97,78.76,https://youtube.example.com/watch?v=800874
YT-800875,2025-11-20T02:00:00,The AI Breakdown,AI Agents,CMP-009,Scale AI,AI Agents market update: what Scale AI says about 2026 demand,378785,13496,1576,315530,United States,0.337,77.87,7.15,47.46,#aiagents|#AI|#US,-1.02,6.65,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,97.97,78.76,https://youtube.example.com/watch?v=800875
YT-800876,2025-11-21T11:00:00,Cloud Native Bytes,AI Agents,CMP-009,Scale AI,AI Agents market update: what Scale AI says about 2026 demand,36604,1968,311,45111,United States,0.621,75.94,29.65,39.24,#aiagents|#AI|#US,-2.48,6.99,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.06,76.38,https://youtube.example.com/watch?v=800876
YT-800877,2025-11-21T07:00:00,Cloud Native Bytes,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,30444,2510,256,67827,United States,0.587,75.94,25.43,30.9,#aiagents|#AI|#US,-2.48,6.99,"Anthropic teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.06,76.38,https://youtube.example.com/watch?v=800877
YT-800878,2025-11-21T03:00:00,MLOps Weekly,AI Agents,CMP-001,OpenAI,AI Agents market update: what OpenAI says about 2026 demand,86763,7636,1364,81524,United Arab Emirates,-0.025,68.71,7.08,37.36,#aiagents|#AI|#AE,-0.29,7.25,"OpenAI teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.28,76.29,https://youtube.example.com/watch?v=800878
YT-800879,2025-11-21T10:00:00,The AI Breakdown,AI Agents,CMP-001,OpenAI,AI Agents market update: what OpenAI says about 2026 demand,110140,6516,1348,151599,United Arab Emirates,0.054,68.71,19.51,42.84,#aiagents|#AI|#AE,-0.29,7.25,"Analysts note that ai agents usage patterns on Nov 21, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.28,76.29,https://youtube.example.com/watch?v=800879
YT-800880,2025-11-22T02:00:00,The AI Breakdown,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,244781,18051,2946,237078,United Kingdom,0.514,74.9,13.21,39.73,#aiagents|#AI|#UK,0.11,6.48,"Analysts note that ai agents usage patterns on Nov 22, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.79,77.6,https://youtube.example.com/watch?v=800880
YT-800881,2025-11-22T22:00:00,Cloud Native Bytes,AI Agents,CMP-014,Replit,AI Agents market update: what Replit says about 2026 demand,59320,5036,1005,93671,United Kingdom,0.436,74.9,12.13,38.45,#aiagents|#AI|#UK,0.11,6.48,"Replit teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.79,77.6,https://youtube.example.com/watch?v=800881
YT-800882,2025-11-24T02:00:00,Fireship,AI Agents,CMP-015,Windsurf,AI Agents market update: what Windsurf says about 2026 demand,89385,6419,1163,85664,United States,0.466,75.34,28.77,31.45,#aiagents|#AI|#US,0.03,6.61,"Analysts note that ai agents usage patterns on Nov 24, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,94.16,73.8,https://youtube.example.com/watch?v=800882
YT-800883,2025-11-24T19:00:00,The AI Breakdown,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,48368,2542,422,122065,United States,0.336,75.34,15.95,43.5,#aiagents|#AI|#US,0.03,6.61,"Analysts note that ai agents usage patterns on Nov 24, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,94.16,73.8,https://youtube.example.com/watch?v=800883
YT-800884,2025-11-24T04:00:00,Fireship,AI Agents,CMP-009,Scale AI,AI Agents market update: what Scale AI says about 2026 demand,124952,10154,1183,150845,China,0.352,68.35,17.28,28.08,#aiagents|#AI|#CN,6.96,8.87,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,98.24,75.44,https://youtube.example.com/watch?v=800884
YT-800885,2025-11-24T18:00:00,Machine Learning Street Talk,AI Agents,CMP-031,AgentForge,AI Agents market update: what AgentForge says about 2026 demand,26188,1398,307,51432,China,0.414,68.35,20.86,34.78,#aiagents|#AI|#CN,6.96,8.87,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,98.24,75.44,https://youtube.example.com/watch?v=800885
YT-800886,2025-11-26T06:00:00,Fireship,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,30526,2082,457,31850,United States,0.384,75.93,24.94,47.7,#aiagents|#AI|#US,-2.74,6.81,"Analysts note that ai agents usage patterns on Nov 26, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,95.64,76.55,https://youtube.example.com/watch?v=800886
YT-800887,2025-11-26T15:00:00,Fireship,AI Agents,CMP-014,Replit,AI Agents market update: what Replit says about 2026 demand,39212,3464,548,41545,United States,0.279,75.93,10.48,32.48,#aiagents|#AI|#US,-2.74,6.81,"Analysts note that ai agents usage patterns on Nov 26, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,95.64,76.55,https://youtube.example.com/watch?v=800887
YT-800888,2025-11-26T04:00:00,Fireship,AI Agents,CMP-001,OpenAI,AI Agents market update: what OpenAI says about 2026 demand,46629,1771,383,59990,Singapore,0.416,75.03,24.09,29.3,#aiagents|#AI|#SG,-2.6,8.22,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.72,75.33,https://youtube.example.com/watch?v=800888
YT-800889,2025-11-26T13:00:00,MLOps Weekly,AI Agents,CMP-028,LangChain,AI Agents market update: what LangChain says about 2026 demand,88232,6399,1161,158534,Singapore,0.436,75.03,47.91,35.19,#aiagents|#AI|#SG,-2.6,8.22,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.72,75.33,https://youtube.example.com/watch?v=800889
YT-800890,2025-11-26T21:00:00,Cloud Native Bytes,AI Agents,CMP-031,AgentForge,AI Agents market update: what AgentForge says about 2026 demand,89931,3253,548,222645,China,0.273,70.37,20.2,33.41,#aiagents|#AI|#CN,6.04,11.76,"Analysts note that ai agents usage patterns on Nov 26, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,94.61,76.62,https://youtube.example.com/watch?v=800890
YT-800891,2025-11-26T04:00:00,The AI Breakdown,AI Agents,CMP-028,LangChain,AI Agents market update: what LangChain says about 2026 demand,32855,2686,447,84654,China,0.179,70.37,23.78,31.94,#aiagents|#AI|#CN,6.04,11.76,"LangChain teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,94.61,76.62,https://youtube.example.com/watch?v=800891
YT-800892,2025-11-27T04:00:00,Machine Learning Street Talk,AI Agents,CMP-001,OpenAI,AI Agents market update: what OpenAI says about 2026 demand,10882,787,67,25635,United States,0.233,76.07,26.36,33.01,#aiagents|#AI|#US,0.19,8.08,"OpenAI teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.07,75.82,https://youtube.example.com/watch?v=800892
YT-800893,2025-11-27T05:00:00,Cloud Native Bytes,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,74054,5541,1193,74663,United States,0.433,76.07,34.8,38.85,#aiagents|#AI|#US,0.19,8.08,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.07,75.82,https://youtube.example.com/watch?v=800893
YT-800894,2025-11-28T11:00:00,Two Minute Papers,AI Agents,CMP-014,Replit,AI Agents market update: what Replit says about 2026 demand,50662,1600,311,114470,Canada,0.416,68.77,13.76,36.14,#aiagents|#AI|#CA,6.21,13.7,"Analysts note that ai agents usage patterns on Nov 28, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.09,72.06,https://youtube.example.com/watch?v=800894
YT-800895,2025-11-28T01:00:00,The AI Breakdown,AI Agents,CMP-031,AgentForge,AI Agents market update: what AgentForge says about 2026 demand,40880,1565,145,102995,Canada,0.203,68.77,9.63,35.89,#aiagents|#AI|#CA,6.21,13.7,"Analysts note that ai agents usage patterns on Nov 28, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.09,72.06,https://youtube.example.com/watch?v=800895
YT-800896,2025-11-28T17:00:00,Cloud Native Bytes,AI Agents,CMP-001,OpenAI,AI Agents market update: what OpenAI says about 2026 demand,104956,4505,794,261525,Singapore,0.235,72.73,19.44,37.84,#aiagents|#AI|#SG,-5.89,7.87,"Analysts note that ai agents usage patterns on Nov 28, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.74,80.58,https://youtube.example.com/watch?v=800896
YT-800897,2025-11-28T11:00:00,The AI Breakdown,AI Agents,CMP-009,Scale AI,AI Agents market update: what Scale AI says about 2026 demand,34703,2431,445,54397,Singapore,0.389,72.73,25.92,43.88,#aiagents|#AI|#SG,-5.89,7.87,"Analysts note that ai agents usage patterns on Nov 28, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.74,80.58,https://youtube.example.com/watch?v=800897
YT-800898,2025-11-28T12:00:00,MLOps Weekly,AI Agents,CMP-014,Replit,AI Agents market update: what Replit says about 2026 demand,56015,1910,288,126763,Japan,0.21,67.19,47.26,39.99,#aiagents|#AI|#JP,0.46,9.58,"Analysts note that ai agents usage patterns on Nov 28, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,96.25,76.85,https://youtube.example.com/watch?v=800898
YT-800899,2025-11-28T05:00:00,Cloud Native Bytes,AI Agents,CMP-001,OpenAI,AI Agents market update: what OpenAI says about 2026 demand,9175,494,77,20685,Japan,0.107,67.19,42.25,32.51,#aiagents|#AI|#JP,0.46,9.58,"Analysts note that ai agents usage patterns on Nov 28, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,96.25,76.85,https://youtube.example.com/watch?v=800899
YT-800900,2025-11-28T15:00:00,Two Minute Papers,AI Agents,CMP-013,Cursor,AI Agents market update: what Cursor says about 2026 demand,35883,1971,227,71400,Japan,0.137,67.19,35.19,42.64,#aiagents|#AI|#JP,0.46,9.58,"Analysts note that ai agents usage patterns on Nov 28, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,96.25,76.85,https://youtube.example.com/watch?v=800900
YT-800901,2025-11-28T07:00:00,Machine Learning Street Talk,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,12828,635,123,25861,Japan,0.248,67.19,12.25,39.06,#aiagents|#AI|#JP,0.46,9.58,"Analysts note that ai agents usage patterns on Nov 28, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,96.25,76.85,https://youtube.example.com/watch?v=800901
YT-800902,2025-11-29T16:00:00,Cloud Native Bytes,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,123506,8759,1682,113694,United Kingdom,0.214,72.59,8.17,43.31,#aiagents|#AI|#UK,-0.89,7.45,"Analysts note that ai agents usage patterns on Nov 29, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.0,70.55,https://youtube.example.com/watch?v=800902
YT-800903,2025-11-29T14:00:00,Cloud Native Bytes,AI Agents,CMP-015,Windsurf,AI Agents market update: what Windsurf says about 2026 demand,41755,2034,314,70147,United Kingdom,0.422,72.59,22.95,43.41,#aiagents|#AI|#UK,-0.89,7.45,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.0,70.55,https://youtube.example.com/watch?v=800903
YT-800904,2025-11-30T12:00:00,Cloud Native Bytes,AI Agents,CMP-013,Cursor,AI Agents market update: what Cursor says about 2026 demand,67569,5378,608,97325,United Kingdom,0.283,70.39,16.23,36.07,#aiagents|#AI|#UK,-3.03,8.49,"Analysts note that ai agents usage patterns on Nov 30, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,88.79,74.95,https://youtube.example.com/watch?v=800904
YT-800905,2025-11-30T10:00:00,Fireship,AI Agents,CMP-028,LangChain,AI Agents market update: what LangChain says about 2026 demand,25891,1670,215,26309,United Kingdom,0.427,70.39,23.21,37.96,#aiagents|#AI|#UK,-3.03,8.49,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,88.79,74.95,https://youtube.example.com/watch?v=800905
YT-800906,2025-11-30T19:00:00,Cloud Native Bytes,AI Agents,CMP-013,Cursor,AI Agents market update: what Cursor says about 2026 demand,32436,1447,153,63473,Germany,0.142,63.73,25.43,32.96,#aiagents|#AI|#DE,4.43,7.2,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,100.0,76.61,https://youtube.example.com/watch?v=800906
YT-800907,2025-11-30T22:00:00,Machine Learning Street Talk,AI Agents,CMP-013,Cursor,AI Agents market update: what Cursor says about 2026 demand,38690,1206,181,48479,Germany,0.157,63.73,27.87,31.08,#aiagents|#AI|#DE,4.43,7.2,"Cursor teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,100.0,76.61,https://youtube.example.com/watch?v=800907
YT-800908,2025-11-30T11:00:00,MLOps Weekly,AI Agents,CMP-001,OpenAI,AI Agents market update: what OpenAI says about 2026 demand,230202,5879,745,478095,Germany,0.109,63.73,19.01,32.52,#aiagents|#AI|#DE,4.43,7.2,"OpenAI teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,100.0,76.61,https://youtube.example.com/watch?v=800908
YT-800909,2025-11-30T05:00:00,The AI Breakdown,AI Agents,CMP-013,Cursor,AI Agents market update: what Cursor says about 2026 demand,78119,4011,609,108081,Germany,0.059,63.73,15.05,34.08,#aiagents|#AI|#DE,4.43,7.2,"Analysts note that ai agents usage patterns on Nov 30, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,100.0,76.61,https://youtube.example.com/watch?v=800909
YT-800910,2025-11-30T16:00:00,MLOps Weekly,AI Agents,CMP-013,Cursor,AI Agents market update: what Cursor says about 2026 demand,26234,921,115,37557,Japan,0.222,65.92,37.35,42.72,#aiagents|#AI|#JP,4.32,10.67,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,92.09,80.06,https://youtube.example.com/watch?v=800910
YT-800911,2025-11-30T08:00:00,Fireship,AI Agents,CMP-013,Cursor,AI Agents market update: what Cursor says about 2026 demand,144817,8852,1567,129276,Japan,0.485,65.92,6.95,48.84,#aiagents|#AI|#JP,4.32,10.67,"Cursor teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,92.09,80.06,https://youtube.example.com/watch?v=800911
YT-800912,2025-12-01T18:00:00,Machine Learning Street Talk,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,37462,2600,425,30065,Canada,0.19,66.28,7.34,38.97,#aiagents|#AI|#CA,4.25,10.46,"Analysts note that ai agents usage patterns on Dec 01, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,92.38,70.99,https://youtube.example.com/watch?v=800912
YT-800913,2025-12-01T06:00:00,Two Minute Papers,AI Agents,CMP-014,Replit,AI Agents market update: what Replit says about 2026 demand,45645,2102,369,97174,Canada,-0.062,66.28,3.9,40.62,#aiagents|#AI|#CA,4.25,10.46,"Replit teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,92.38,70.99,https://youtube.example.com/watch?v=800913
YT-800914,2025-12-01T00:00:00,The AI Breakdown,AI Agents,CMP-001,OpenAI,AI Agents market update: what OpenAI says about 2026 demand,32940,1800,233,52566,Canada,0.15,66.28,30.59,31.7,#aiagents|#AI|#CA,4.25,10.46,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,92.38,70.99,https://youtube.example.com/watch?v=800914
YT-800915,2025-12-01T23:00:00,The AI Breakdown,AI Agents,CMP-015,Windsurf,AI Agents market update: what Windsurf says about 2026 demand,244078,8388,1787,337691,Canada,0.114,66.28,19.97,48.24,#aiagents|#AI|#CA,4.25,10.46,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,92.38,70.99,https://youtube.example.com/watch?v=800915
YT-800916,2025-12-01T10:00:00,Cloud Native Bytes,AI Agents,CMP-009,Scale AI,AI Agents market update: what Scale AI says about 2026 demand,28874,1738,153,24387,Japan,0.33,65.07,45.79,37.06,#aiagents|#AI|#JP,-1.3,7.64,"Analysts note that ai agents usage patterns on Dec 01, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.89,75.52,https://youtube.example.com/watch?v=800916
YT-800917,2025-12-01T23:00:00,Cloud Native Bytes,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,72774,4456,735,117904,Japan,0.019,65.07,29.08,37.63,#aiagents|#AI|#JP,-1.3,7.64,"Anthropic teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.89,75.52,https://youtube.example.com/watch?v=800917
