funding_event_id,announced_at,company_id,company,country,region,tech_category,round_type,amount_musd,valuation_musd,lead_investor,sentiment_score,trend_score,estimated_hiring_impact_pct,risk_indicator,innovation_score,adoption_score,source_reference
FND-900138,2025-01-16T00:00:00,CMP-021,CrowdStrike,United States,North America,Cybersecurity,Capex Program,415.98,6082.38,General Catalyst,0.183,45.92,5.17,low,77.47,77.24,https://funding.example.com/900138
FND-900139,2025-04-16T00:00:00,CMP-021,CrowdStrike,United States,North America,Cybersecurity,Capex Program,387.14,3405.66,SoftBank,0.267,57.04,4.14,low,82.41,75.58,https://funding.example.com/900139
FND-900140,2025-05-03T00:00:00,CMP-021,CrowdStrike,United States,North America,Cybersecurity,Strategic Investment,620.12,8647.35,Coatue,0.109,59.16,3.81,low,80.26,73.71,https://funding.example.com/900140
FND-900141,2025-05-25T00:00:00,CMP-021,CrowdStrike,United States,North America,Cybersecurity,Capex Program,540.2,4563.47,Lightspeed,0.108,48.54,6.62,low,83.41,76.93,https://funding.example.com/900141
FND-900142,2025-08-26T00:00:00,CMP-021,CrowdStrike,United States,North America,Cybersecurity,Capex Program,296.97,4655.51,General Catalyst,-0.259,60.11,3.47,low,79.41,74.14,https://funding.example.com/900142
FND-900143,2025-11-29T00:00:00,CMP-021,CrowdStrike,United States,North America,Cybersecurity,Follow-on Offering,789.84,16547.65,Sequoia,0.042,51.25,8.0,low,78.37,77.47,https://funding.example.com/900143
FND-900144,2025-04-01T00:00:00,CMP-022,Palo Alto Networks,United States,North America,Cybersecurity,Capex Program,476.75,4860.08,Lightspeed,-0.107,47.3,4.37,low,72.12,75.56,https://funding.example.com/900144
FND-900145,2025-04-09T00:00:00,CMP-022,Palo Alto Networks,United States,North America,Cybersecurity,Capex Program,382.8,10606.96,Corporate VC,0.254,58.43,5.36,low,76.56,69.97,https://funding.example.com/900145
FND-900146,2025-05-18T00:00:00,CMP-022,Palo Alto Networks,United States,North America,Edge AI,Capex Program,362.52,5484.61,Corporate VC,0.108,25.58,3.87,low,79.24,52.33,https://funding.example.com/900146
FND-900147,2025-11-30T00:00:00,CMP-022,Palo Alto Networks,United States,North America,Edge AI,Follow-on Offering,429.05,11621.94,Sequoia,0.103,31.67,3.72,low,80.38,58.13,https://funding.example.com/900147
FND-900148,2025-12-30T00:00:00,CMP-022,Palo Alto Networks,United States,North America,Cybersecurity,Follow-on Offering,607.78,13133.63,Lightspeed,0.187,56.66,7.37,low,75.9,71.75,https://funding.example.com/900148
FND-900149,2026-02-03T00:00:00,CMP-022,Palo Alto Networks,United States,North America,Cybersecurity,Capex Program,798.55,9320.44,Accel,0.106,49.93,5.18,low,79.43,83.47,https://funding.example.com/900149
FND-900150,2025-02-05T00:00:00,CMP-023,Cloudflare,United States,North America,Cybersecurity,Capex Program,631.33,10387.0,Corporate VC,-0.145,57.47,6.91,low,70.56,80.68,https://funding.example.com/900150
FND-900151,2025-07-21T00:00:00,CMP-023,Cloudflare,United States,North America,Cybersecurity,Follow-on Offering,580.25,10168.27,Sequoia,0.075,57.34,7.76,low,74.44,74.07,https://funding.example.com/900151
FND-900152,2025-10-22T00:00:00,CMP-023,Cloudflare,United States,North America,Edge AI,Capex Program,337.07,5202.83,Sequoia,0.048,27.61,2.92,low,80.4,49.37,https://funding.example.com/900152
FND-900153,2025-10-27T00:00:00,CMP-023,Cloudflare,United States,North America,Cybersecurity,Strategic Investment,509.51,12703.92,Sequoia,0.11,51.98,2.95,low,77.97,74.55,https://funding.example.com/900153
FND-900154,2025-11-23T00:00:00,CMP-023,Cloudflare,United States,North America,Cybersecurity,Strategic Investment,550.13,5131.5,Coatue,-0.018,51.44,4.27,low,77.82,75.4,https://funding.example.com/900154
FND-900155,2025-12-16T00:00:00,CMP-023,Cloudflare,United States,North America,Cybersecurity,Capex Program,541.25,13030.35,SoftBank,0.205,56.69,3.52,low,82.84,73.83,https://funding.example.com/900155
FND-900156,2025-07-27T00:00:00,CMP-024,GitLab,United States,North America,SaaS,Follow-on Offering,391.61,4122.61,Lightspeed,0.204,29.61,3.57,low,61.34,77.33,https://funding.example.com/900156
FND-900157,2025-08-16T00:00:00,CMP-024,GitLab,United States,North America,DevOps,Follow-on Offering,545.18,8940.94,Accel,0.271,37.32,2.75,low,71.84,76.48,https://funding.example.com/900157
FND-900158,2025-12-24T00:00:00,CMP-024,GitLab,United States,North America,Developer Tools,Capex Program,604.56,4970.6,Sequoia,0.355,45.86,3.58,low,79.07,72.35,https://funding.example.com/900158
FND-900159,2026-04-02T00:00:00,CMP-024,GitLab,United States,North America,SaaS,Follow-on Offering,317.14,6023.16,Sequoia,0.317,34.51,4.28,low,66.34,81.16,https://funding.example.com/900159
FND-900160,2026-04-18T00:00:00,CMP-024,GitLab,United States,North America,SaaS,Follow-on Offering,265.12,5019.44,Accel,0.183,45.66,2.0,low,63.91,75.12,https://funding.example.com/900160
FND-900161,2026-04-20T00:00:00,CMP-024,GitLab,United States,North America,Cloud Computing,Follow-on Offering,567.6,13724.2,Lightspeed,0.359,43.57,3.6,low,73.36,79.24,https://funding.example.com/900161
FND-900162,2025-01-15T00:00:00,CMP-025,MongoDB,United States,North America,Developer Tools,Follow-on Offering,565.05,15785.89,Sequoia,0.419,45.55,6.78,low,82.03,77.72,https://funding.example.com/900162
FND-900163,2025-01-27T00:00:00,CMP-025,MongoDB,United States,North America,Vector Databases,Strategic Investment,352.81,3738.99,General Catalyst,0.273,33.78,4.93,low,80.22,55.84,https://funding.example.com/900163
FND-900164,2025-05-10T00:00:00,CMP-025,MongoDB,United States,North America,Developer Tools,Follow-on Offering,657.57,12808.65,Accel,0.269,50.83,7.95,low,80.2,78.31,https://funding.example.com/900164
FND-900165,2025-06-04T00:00:00,CMP-025,MongoDB,United States,North America,SaaS,Strategic Investment,539.9,10836.66,Accel,0.069,27.97,4.09,low,59.24,77.55,https://funding.example.com/900165
FND-900166,2025-07-29T00:00:00,CMP-025,MongoDB,United States,North America,Vector Databases,Follow-on Offering,120.0,2076.1,SoftBank,0.038,33.58,2.0,low,80.33,58.38,https://funding.example.com/900166
FND-900167,2025-08-26T00:00:00,CMP-025,MongoDB,United States,North America,SaaS,Capex Program,434.78,9109.24,General Catalyst,0.149,39.43,6.3,low,62.2,79.87,https://funding.example.com/900167
FND-900168,2025-09-04T00:00:00,CMP-025,MongoDB,United States,North America,Data Engineering,Strategic Investment,575.46,13763.75,General Catalyst,0.063,43.29,4.88,low,77.38,83.58,https://funding.example.com/900168
FND-900169,2026-02-12T00:00:00,CMP-025,MongoDB,United States,North America,SaaS,Strategic Investment,183.21,3812.8,Corporate VC,-0.131,41.08,2.0,low,63.78,82.85,https://funding.example.com/900169
FND-900170,2026-02-15T00:00:00,CMP-025,MongoDB,United States,North America,Developer Tools,Follow-on Offering,689.2,5819.22,Corporate VC,0.148,40.7,8.69,low,81.63,75.22,https://funding.example.com/900170
FND-900171,2026-03-16T00:00:00,CMP-025,MongoDB,United States,North America,Vector Databases,Follow-on Offering,393.93,11004.58,Coatue,-0.022,39.61,2.41,low,74.29,52.62,https://funding.example.com/900171
FND-900172,2025-01-09T00:00:00,CMP-026,Confluent,United States,North America,DevOps,Follow-on Offering,488.41,7360.51,Lightspeed,0.04,29.84,6.81,low,66.96,81.14,https://funding.example.com/900172
FND-900173,2025-07-04T00:00:00,CMP-026,Confluent,United States,North America,DevOps,Follow-on Offering,645.4,11980.5,SoftBank,-0.192,39.54,4.02,low,71.02,78.68,https://funding.example.com/900173
FND-900174,2025-07-19T00:00:00,CMP-026,Confluent,United States,North America,Data Engineering,Capex Program,694.42,12043.98,SoftBank,-0.103,45.28,9.84,low,73.56,79.55,https://funding.example.com/900174
FND-900175,2025-11-06T00:00:00,CMP-026,Confluent,United States,North America,Data Engineering,Capex Program,419.98,7005.15,Sequoia,0.178,46.38,3.7,low,73.17,90.17,https://funding.example.com/900175
FND-900176,2025-12-02T00:00:00,CMP-026,Confluent,United States,North America,DevOps,Capex Program,379.52,8233.87,Corporate VC,0.091,35.04,2.58,low,68.21,78.79,https://funding.example.com/900176
FND-900177,2026-04-29T00:00:00,CMP-026,Confluent,United States,North America,DevOps,Strategic Investment,513.26,13449.8,SoftBank,0.15,31.31,3.76,low,67.25,77.06,https://funding.example.com/900177
FND-900178,2025-01-14T00:00:00,CMP-027,HashiCorp,United States,North America,DevOps,Capex Program,298.29,8338.4,Coatue,0.107,30.2,3.35,low,74.32,82.42,https://funding.example.com/900178
FND-900179,2025-03-21T00:00:00,CMP-027,HashiCorp,United States,North America,Automation,Capex Program,376.13,3852.69,Accel,0.076,35.85,3.08,low,75.77,71.93,https://funding.example.com/900179
FND-900180,2025-04-21T00:00:00,CMP-027,HashiCorp,United States,North America,Cloud Computing,Strategic Investment,261.29,5010.24,Lightspeed,-0.182,47.8,2.0,low,76.82,86.97,https://funding.example.com/900180
FND-900181,2025-05-04T00:00:00,CMP-027,HashiCorp,United States,North America,DevOps,Strategic Investment,647.81,9884.84,Sequoia,-0.084,38.22,9.69,low,69.01,82.45,https://funding.example.com/900181
FND-900182,2025-10-11T00:00:00,CMP-027,HashiCorp,United States,North America,DevOps,Follow-on Offering,370.95,8094.68,General Catalyst,-0.023,36.56,4.82,low,68.74,87.14,https://funding.example.com/900182
FND-900183,2026-04-04T00:00:00,CMP-027,HashiCorp,United States,North America,DevOps,Capex Program,729.24,11790.43,Corporate VC,0.099,32.53,5.5,low,67.52,74.52,https://funding.example.com/900183
FND-900184,2025-01-22T00:00:00,CMP-028,LangChain,United States,North America,Open Source AI,Strategic Round,231.63,2809.0,Accel,0.387,44.66,2.05,low,89.71,63.63,https://funding.example.com/900184
FND-900185,2025-08-11T00:00:00,CMP-028,LangChain,United States,North America,Open Source AI,Tender Offer,312.49,3134.39,Lightspeed,0.035,36.33,6.19,low,87.85,54.35,https://funding.example.com/900185
FND-900186,2025-10-19T00:00:00,CMP-028,LangChain,United States,North America,Open Source AI,Strategic Round,334.29,5919.11,Corporate VC,0.367,46.32,4.7,low,87.37,56.0,https://funding.example.com/900186
FND-900187,2025-11-09T00:00:00,CMP-028,LangChain,United States,North America,Open Source AI,Tender Offer,91.32,732.48,SoftBank,0.315,43.75,2.0,low,91.66,64.18,https://funding.example.com/900187
FND-900188,2025-12-28T00:00:00,CMP-028,LangChain,United States,North America,AI Agents,Growth Round,216.86,2455.31,General Catalyst,0.448,52.16,4.29,low,89.41,77.0,https://funding.example.com/900188
FND-900189,2026-01-20T00:00:00,CMP-028,LangChain,United States,North America,AI Agents,Growth Round,137.05,2495.72,Accel,0.392,48.74,2.68,low,88.61,69.47,https://funding.example.com/900189
FND-900190,2026-04-27T00:00:00,CMP-028,LangChain,United States,North America,Developer Tools,Growth Round,235.7,5101.72,Corporate VC,0.345,40.58,3.79,low,82.73,79.88,https://funding.example.com/900190
FND-900191,2025-01-03T00:00:00,CMP-029,Vercel,United States,North America,Developer Tools,Strategic Round,138.33,1839.24,Lightspeed,-0.131,49.8,2.0,low,83.37,74.24,https://funding.example.com/900191
FND-900192,2025-01-19T00:00:00,CMP-029,Vercel,United States,North America,Developer Tools,Growth Round,336.82,4627.69,SoftBank,0.169,50.19,3.72,low,80.97,76.62,https://funding.example.com/900192
FND-900193,2025-02-27T00:00:00,CMP-029,Vercel,United States,North America,Developer Tools,Tender Offer,113.97,1206.89,SoftBank,-0.014,42.66,2.41,low,82.19,76.51,https://funding.example.com/900193
FND-900194,2025-03-10T00:00:00,CMP-029,Vercel,United States,North America,Developer Tools,Growth Round,350.0,6109.16,Sequoia,0.079,46.7,4.22,low,87.5,81.99,https://funding.example.com/900194
FND-900195,2025-05-20T00:00:00,CMP-029,Vercel,United States,North America,Developer Tools,Strategic Round,161.94,2709.28,SoftBank,0.13,48.82,3.06,low,86.26,87.73,https://funding.example.com/900195
FND-900196,2025-06-03T00:00:00,CMP-029,Vercel,United States,North America,Cloud Computing,Growth Round,251.23,4880.25,Accel,0.248,55.12,5.11,low,75.47,89.05,https://funding.example.com/900196
FND-900197,2025-09-30T00:00:00,CMP-029,Vercel,United States,North America,Developer Tools,Strategic Round,350.0,7358.1,Sequoia,0.439,43.48,5.31,low,86.76,76.5,https://funding.example.com/900197
FND-900198,2025-04-07T00:00:00,CMP-030,Weaviate,Germany,Europe,Vector Databases,Strategic Round,213.83,5240.81,SoftBank,0.015,32.18,3.56,low,78.0,50.57,https://funding.example.com/900198
FND-900199,2025-06-12T00:00:00,CMP-030,Weaviate,Germany,Europe,Open Source AI,Tender Offer,350.0,6433.52,Coatue,0.436,43.96,2.63,low,84.96,63.12,https://funding.example.com/900199
FND-900200,2025-06-27T00:00:00,CMP-030,Weaviate,Germany,Europe,Open Source AI,Growth Round,322.17,6244.74,General Catalyst,0.171,46.02,6.77,low,84.66,57.17,https://funding.example.com/900200
FND-900201,2025-09-20T00:00:00,CMP-030,Weaviate,Germany,Europe,Vector Databases,Growth Round,350.0,8842.89,SoftBank,0.187,32.11,3.19,low,79.98,62.07,https://funding.example.com/900201
FND-900202,2025-11-28T00:00:00,CMP-030,Weaviate,Germany,Europe,Open Source AI,Growth Round,214.5,2336.54,General Catalyst,0.212,42.61,3.34,low,81.88,56.76,https://funding.example.com/900202
FND-900203,2026-03-24T00:00:00,CMP-030,Weaviate,Germany,Europe,Vector Databases,Growth Round,165.39,4371.11,Sequoia,0.226,26.92,2.02,low,75.88,54.39,https://funding.example.com/900203
FND-900204,2026-04-27T00:00:00,CMP-030,Weaviate,Germany,Europe,Vector Databases,Growth Round,173.56,4206.17,SoftBank,0.081,31.58,2.02,low,81.45,56.55,https://funding.example.com/900204
FND-900205,2025-05-20T00:00:00,CMP-031,AgentForge,Singapore,Asia,Enterprise AI,Series B,62.41,1451.36,Sequoia,0.386,47.68,3.34,low,82.55,82.46,https://funding.example.com/900205
FND-900206,2025-10-18T00:00:00,CMP-031,AgentForge,Singapore,Asia,AI Agents,Series B,64.93,1230.13,Coatue,0.21,59.65,3.84,low,92.02,58.47,https://funding.example.com/900206
FND-900207,2026-02-07T00:00:00,CMP-031,AgentForge,Singapore,Asia,Automation,Series B,73.08,1375.69,Accel,0.12,34.4,2.19,low,75.63,75.89,https://funding.example.com/900207
FND-900208,2026-02-23T00:00:00,CMP-031,AgentForge,Singapore,Asia,Enterprise AI,Series B,62.7,1153.1,SoftBank,0.25,49.3,3.63,low,90.08,74.07,https://funding.example.com/900208
FND-900209,2025-05-20T00:00:00,CMP-032,SentinelGraph,United Kingdom,Europe,AI Agents,Series A,24.23,329.04,SoftBank,0.297,59.83,3.13,moderate,91.16,69.93,https://funding.example.com/900209
FND-900210,2025-08-19T00:00:00,CMP-032,SentinelGraph,United Kingdom,Europe,Cybersecurity,Series A,22.9,588.65,Coatue,-0.073,57.21,3.9,moderate,75.95,75.39,https://funding.example.com/900210
FND-900211,2025-09-12T00:00:00,CMP-032,SentinelGraph,United Kingdom,Europe,AI Agents,Series A,18.13,330.33,Coatue,0.272,51.54,2.52,moderate,86.69,70.64,https://funding.example.com/900211
FND-900212,2025-11-18T00:00:00,CMP-032,SentinelGraph,United Kingdom,Europe,AI Agents,Series A,20.06,329.1,Lightspeed,0.314,63.61,3.36,moderate,93.42,75.82,https://funding.example.com/900212
FND-900213,2025-05-20T00:00:00,CMP-033,EdgeNova,China,Asia,Semiconductors,Series B,25.0,401.63,Coatue,0.232,48.54,2.0,low,83.64,72.16,https://funding.example.com/900213
FND-900214,2025-06-21T00:00:00,CMP-033,EdgeNova,China,Asia,Edge AI,Series B,76.11,1636.95,Lightspeed,0.194,32.64,4.32,low,81.54,49.48,https://funding.example.com/900214
FND-900215,2025-09-02T00:00:00,CMP-033,EdgeNova,China,Asia,Edge AI,Series B,57.41,765.77,Accel,0.346,32.99,2.58,low,78.14,55.92,https://funding.example.com/900215
FND-900216,2025-11-23T00:00:00,CMP-033,EdgeNova,China,Asia,Edge AI,Series B,38.58,805.16,Accel,0.285,29.07,2.0,low,82.75,59.07,https://funding.example.com/900216
FND-900217,2025-07-14T00:00:00,CMP-034,Helio Robotics,Japan,Asia,Robotics,Series B,25.0,609.49,Sequoia,0.14,30.83,2.0,low,87.13,44.45,https://funding.example.com/900217
FND-900218,2025-08-09T00:00:00,CMP-034,Helio Robotics,Japan,Asia,Robotics,Series B,49.1,884.98,Corporate VC,0.163,31.94,2.76,low,88.36,46.6,https://funding.example.com/900218
FND-900219,2026-01-01T00:00:00,CMP-034,Helio Robotics,Japan,Asia,Robotics,Series B,38.76,892.44,Coatue,0.274,29.7,2.19,low,85.23,54.21,https://funding.example.com/900219
FND-900220,2026-03-07T00:00:00,CMP-034,Helio Robotics,Japan,Asia,Edge AI,Series B,52.19,667.77,SoftBank,0.217,26.63,2.26,low,79.38,54.4,https://funding.example.com/900220
FND-900221,2025-02-17T00:00:00,CMP-035,ChainSignal,United Arab Emirates,Middle East,Web3,Series A,17.3,377.2,Sequoia,-0.087,23.86,3.81,high,66.18,45.38,https://funding.example.com/900221
FND-900222,2025-06-23T00:00:00,CMP-035,ChainSignal,United Arab Emirates,Middle East,Web3,Series A,14.97,126.5,Corporate VC,0.039,26.46,3.04,high,64.68,41.38,https://funding.example.com/900222
FND-900223,2025-10-23T00:00:00,CMP-035,ChainSignal,United Arab Emirates,Middle East,Web3,Series A,8.83,82.29,Lightspeed,0.017,30.92,2.0,high,67.77,35.25,https://funding.example.com/900223
FND-900224,2026-03-23T00:00:00,CMP-035,ChainSignal,United Arab Emirates,Middle East,Web3,Series A,24.06,390.26,General Catalyst,-0.08,34.8,4.13,high,66.0,32.57,https://funding.example.com/900224
FND-900225,2025-04-18T00:00:00,CMP-036,LedgerSpring,Singapore,Asia,Web3,Seed,4.43,48.2,SoftBank,-0.24,32.36,2.66,high,68.6,39.55,https://funding.example.com/900225
FND-900226,2025-11-07T00:00:00,CMP-036,LedgerSpring,Singapore,Asia,Web3,Pre-Seed,6.83,53.57,Lightspeed,0.151,20.04,5.1,high,62.95,38.92,https://funding.example.com/900226
FND-900227,2025-11-09T00:00:00,CMP-036,LedgerSpring,Singapore,Asia,Web3,Seed,2.22,56.44,Coatue,0.303,31.07,2.0,high,66.67,38.42,https://funding.example.com/900227
FND-900228,2025-12-30T00:00:00,CMP-036,LedgerSpring,Singapore,Asia,Web3,Pre-Seed,2.74,51.99,SoftBank,0.137,35.99,2.05,high,67.07,40.28,https://funding.example.com/900228
FND-900229,2025-02-19T00:00:00,CMP-037,OpsFabric,India,Asia,SaaS,Series B,44.89,643.38,Lightspeed,0.108,34.37,3.15,low,62.68,79.47,https://funding.example.com/900229
FND-900230,2025-02-26T00:00:00,CMP-037,OpsFabric,India,Asia,DevOps,Series B Extension,90.0,2423.88,Corporate VC,-0.045,25.49,4.91,low,64.19,84.75,https://funding.example.com/900230
FND-900231,2025-09-21T00:00:00,CMP-037,OpsFabric,India,Asia,DevOps,Series B,25.0,355.71,Coatue,0.127,32.11,2.0,low,65.15,77.43,https://funding.example.com/900231
FND-900232,2026-01-27T00:00:00,CMP-037,OpsFabric,India,Asia,DevOps,Series B Extension,49.9,866.73,Coatue,0.073,34.25,2.62,low,71.49,85.1,https://funding.example.com/900232
FND-900233,2025-08-07T00:00:00,CMP-038,VectorNest,Canada,North America,Inference Optimization,Series A,29.22,575.89,SoftBank,0.365,24.88,3.56,moderate,82.69,56.25,https://funding.example.com/900233
FND-900234,2025-08-09T00:00:00,CMP-038,VectorNest,Canada,North America,Inference Optimization,Series A,12.28,190.97,Sequoia,0.107,32.96,2.0,moderate,83.52,54.23,https://funding.example.com/900234
FND-900235,2025-08-20T00:00:00,CMP-038,VectorNest,Canada,North America,Vector Databases,Series A,28.92,671.74,SoftBank,-0.007,29.97,6.14,moderate,79.59,57.17,https://funding.example.com/900235
FND-900236,2026-04-03T00:00:00,CMP-038,VectorNest,Canada,North America,Vector Databases,Series A,23.85,665.21,Corporate VC,0.034,28.48,2.18,moderate,79.14,61.36,https://funding.example.com/900236
FND-900237,2025-05-25T00:00:00,CMP-039,InferOptics,United States,North America,Inference Optimization,Series A,28.43,475.79,SoftBank,0.131,33.15,2.65,moderate,89.99,51.25,https://funding.example.com/900237
FND-900238,2025-11-04T00:00:00,CMP-039,InferOptics,United States,North America,Inference Optimization,Series A,17.26,132.74,Sequoia,0.38,33.1,3.56,moderate,89.63,56.27,https://funding.example.com/900238
FND-900239,2026-03-04T00:00:00,CMP-039,InferOptics,United States,North America,GPU Infrastructure,Series A,16.15,205.88,Sequoia,0.322,43.91,2.0,moderate,85.24,66.34,https://funding.example.com/900239
FND-900240,2026-03-16T00:00:00,CMP-039,InferOptics,United States,North America,GPU Infrastructure,Series A,34.41,724.1,Corporate VC,0.283,36.18,7.13,moderate,84.55,66.61,https://funding.example.com/900240
