job_id,posted_at,company,role,location,salary_usd,experience_years,skills,job_description,company_id,country,region,tech_category,hiring_index,funding_signal,sentiment_score,trend_score,popularity_growth_pct,volatility_metric,innovation_score,adoption_score,risk_indicator,source_platform
JOB-108024,2026-04-10T14:00:00,Databricks,ML Platform Engineer,New York,144042.0,1,"Feature Store, Monitoring, CI/CD, Kubeflow, MLflow","Databricks is hiring a ML Platform Engineer in New York to scale mlops initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting regional go-to-market launches. Candidates should be comfortable with Feature Store, Monitoring, CI/CD and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,MLOps,74.5,1.13,0.206,55.96,-2.16,8.49,78.71,78.22,low,LinkedIn
JOB-108025,2026-04-11T16:00:00,Databricks,Streaming Engineer,Austin,158041.0,3,"PostgreSQL, Kafka, dbt, Spark, Airflow","Databricks is hiring a Streaming Engineer in Austin to scale data engineering initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting open-source contributors. Candidates should be comfortable with PostgreSQL, Kafka, dbt and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Data Engineering,78.69,1.13,0.095,55.68,-0.17,6.83,81.0,78.47,low,LinkedIn
JOB-108026,2026-04-12T14:00:00,Databricks,Analytics Engineer,Austin,137952.0,1,"Kafka, dbt, Spark, Airflow, PostgreSQL","Databricks is hiring a Analytics Engineer in Austin to scale data engineering initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting regional go-to-market launches. Candidates should be comfortable with Kafka, dbt, Spark and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Data Engineering,66.15,1.13,0.096,55.86,0.65,7.54,79.86,79.22,low,LinkedIn
JOB-108027,2026-04-12T20:00:00,Databricks,ML Platform Engineer,Austin,137585.0,4,"Monitoring, Kubeflow, MLflow, Feature Store, CI/CD","Databricks is hiring a ML Platform Engineer in Austin to scale mlops initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting regional go-to-market launches. Candidates should be comfortable with Monitoring, Kubeflow, MLflow and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,MLOps,66.15,1.13,0.096,55.86,0.65,7.54,79.86,79.22,low,LinkedIn
JOB-108028,2026-04-13T11:00:00,Databricks,Platform Product Manager,Seattle,171301.0,6,"Azure, Snowflake, Governance, Security, Databricks","Databricks is hiring a Platform Product Manager in Seattle to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on global availability while supporting open-source contributors. Candidates should be comfortable with Azure, Snowflake, Governance and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,78.98,1.13,0.133,56.77,1.11,7.15,79.53,81.38,low,LinkedIn
JOB-108029,2026-04-13T09:00:00,Databricks,MLOps Engineer,Seattle,144818.0,4,"Feature Store, Monitoring, CI/CD, MLflow, Kubeflow","Databricks is hiring a MLOps Engineer in Seattle to scale mlops initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting open-source contributors. Candidates should be comfortable with Feature Store, Monitoring, CI/CD and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,MLOps,78.98,1.13,0.133,56.77,1.11,7.15,79.53,81.38,low,LinkedIn
JOB-108030,2026-04-13T14:00:00,Databricks,ML Platform Engineer,Seattle,166700.0,8,"CI/CD, Feature Store, Monitoring, MLflow, Kubeflow","Databricks is hiring a ML Platform Engineer in Seattle to scale mlops initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting open-source contributors. Candidates should be comfortable with CI/CD, Feature Store, Monitoring and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,MLOps,78.98,1.13,0.133,56.77,1.11,7.15,79.53,81.38,low,LinkedIn
JOB-108031,2026-04-13T18:00:00,Databricks,AI Solutions Architect,Seattle,164556.0,4,"Snowflake, Azure, Governance, Security, Databricks","Databricks is hiring a AI Solutions Architect in Seattle to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting regional go-to-market launches. Candidates should be comfortable with Snowflake, Azure, Governance and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,78.98,1.13,0.133,56.77,1.11,7.15,79.53,81.38,low,LinkedIn
JOB-108032,2026-04-14T11:00:00,Databricks,Streaming Engineer,New York,145253.0,3,"dbt, Kafka, PostgreSQL, Spark, Airflow","Databricks is hiring a Streaming Engineer in New York to scale data engineering initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting internal platform teams. Candidates should be comfortable with dbt, Kafka, PostgreSQL and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Data Engineering,76.29,1.13,0.261,57.58,2.55,9.67,78.43,81.65,low,LinkedIn
JOB-108033,2026-04-14T09:00:00,Databricks,ML Platform Engineer,Seattle,183672.0,7,"Monitoring, MLflow, CI/CD, Kubeflow, Feature Store","Databricks is hiring a ML Platform Engineer in Seattle to scale mlops initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting regional go-to-market launches. Candidates should be comfortable with Monitoring, MLflow, CI/CD and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,MLOps,76.29,1.13,0.261,57.58,2.55,9.67,78.43,81.65,low,LinkedIn
JOB-108034,2026-04-15T13:00:00,Databricks,Platform Product Manager,Austin,168277.0,7,"Security, Azure, Snowflake, Governance, Databricks","Databricks is hiring a Platform Product Manager in Austin to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting production customers. Candidates should be comfortable with Security, Azure, Snowflake and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,76.62,1.13,0.103,59.9,3.98,8.68,77.25,80.91,low,LinkedIn
JOB-108035,2026-04-16T12:00:00,Databricks,ML Platform Engineer,Austin,163947.0,3,"CI/CD, Kubeflow, Monitoring, Feature Store, MLflow","Databricks is hiring a ML Platform Engineer in Austin to scale mlops initiatives across enterprise and developer workflows. The team is focused on global availability while supporting regional go-to-market launches. Candidates should be comfortable with CI/CD, Kubeflow, Monitoring and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,MLOps,79.73,1.13,0.235,57.37,-4.53,7.67,79.28,79.93,low,LinkedIn
JOB-108036,2026-04-16T21:00:00,Databricks,Analytics Engineer,Austin,140091.0,3,"Kafka, Airflow, Spark, PostgreSQL, dbt","Databricks is hiring a Analytics Engineer in Austin to scale data engineering initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting regional go-to-market launches. Candidates should be comfortable with Kafka, Airflow, Spark and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Data Engineering,79.73,1.13,0.235,57.37,-4.53,7.67,79.28,79.93,low,LinkedIn
JOB-108037,2026-04-17T16:00:00,Databricks,Data Engineer,New York,173623.0,5,"Spark, PostgreSQL, dbt, Kafka, Airflow","Databricks is hiring a Data Engineer in New York to scale data engineering initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting regional go-to-market launches. Candidates should be comfortable with Spark, PostgreSQL, dbt and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Data Engineering,86.51,1.13,0.136,57.94,0.64,7.42,79.37,81.65,low,LinkedIn
JOB-108038,2026-04-17T17:00:00,Databricks,Enterprise AI Consultant,New York,189670.0,8,"Governance, Databricks, Snowflake, Azure, Security","Databricks is hiring a Enterprise AI Consultant in New York to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on global availability while supporting production customers. Candidates should be comfortable with Governance, Databricks, Snowflake and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,86.51,1.13,0.136,57.94,0.64,7.42,79.37,81.65,low,LinkedIn
JOB-108039,2026-04-17T17:00:00,Databricks,AI Solutions Architect,Austin,164898.0,7,"Databricks, Snowflake, Security, Governance, Azure","Databricks is hiring a AI Solutions Architect in Austin to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting production customers. Candidates should be comfortable with Databricks, Snowflake, Security and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,86.51,1.13,0.136,57.94,0.64,7.42,79.37,81.65,low,LinkedIn
JOB-108040,2026-04-18T20:00:00,Databricks,ML Platform Engineer,San Francisco,148251.0,1,"Kubeflow, Feature Store, MLflow, CI/CD, Monitoring","Databricks is hiring a ML Platform Engineer in San Francisco to scale mlops initiatives across enterprise and developer workflows. The team is focused on global availability while supporting regional go-to-market launches. Candidates should be comfortable with Kubeflow, Feature Store, MLflow and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,MLOps,73.51,1.13,0.155,55.81,-3.75,7.16,79.02,77.91,low,LinkedIn
JOB-108041,2026-04-20T08:00:00,Databricks,AI Solutions Architect,Austin,180018.0,7,"Governance, Snowflake, Security, Azure, Databricks","Databricks is hiring a AI Solutions Architect in Austin to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting regional go-to-market launches. Candidates should be comfortable with Governance, Snowflake, Security and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,76.5,1.13,0.191,57.48,-0.33,8.22,80.22,78.99,low,LinkedIn
JOB-108042,2026-04-21T21:00:00,Databricks,Model Ops Specialist,New York,172839.0,9,"Kubeflow, CI/CD, Feature Store, MLflow, Monitoring","Databricks is hiring a Model Ops Specialist in New York to scale mlops initiatives across enterprise and developer workflows. The team is focused on global availability while supporting open-source contributors. Candidates should be comfortable with Kubeflow, CI/CD, Feature Store and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,MLOps,77.07,1.13,0.248,57.42,-0.07,7.23,78.64,78.81,low,LinkedIn
JOB-108043,2026-04-21T08:00:00,Databricks,Enterprise AI Consultant,San Francisco,164001.0,4,"Governance, Security, Databricks, Azure, Snowflake","Databricks is hiring a Enterprise AI Consultant in San Francisco to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on global availability while supporting regional go-to-market launches. Candidates should be comfortable with Governance, Security, Databricks and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,77.07,1.13,0.248,57.42,-0.07,7.23,78.64,78.81,low,LinkedIn
JOB-108044,2026-04-21T21:00:00,Databricks,Data Engineer,Seattle,149472.0,4,"PostgreSQL, dbt, Spark, Kafka, Airflow","Databricks is hiring a Data Engineer in Seattle to scale data engineering initiatives across enterprise and developer workflows. The team is focused on global availability while supporting open-source contributors. Candidates should be comfortable with PostgreSQL, dbt, Spark and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Data Engineering,77.07,1.13,0.248,57.42,-0.07,7.23,78.64,78.81,low,LinkedIn
JOB-108045,2026-04-21T08:00:00,Databricks,Analytics Engineer,San Francisco,166371.0,3,"Airflow, dbt, PostgreSQL, Kafka, Spark","Databricks is hiring a Analytics Engineer in San Francisco to scale data engineering initiatives across enterprise and developer workflows. The team is focused on global availability while supporting open-source contributors. Candidates should be comfortable with Airflow, dbt, PostgreSQL and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Data Engineering,77.07,1.13,0.248,57.42,-0.07,7.23,78.64,78.81,low,LinkedIn
JOB-108046,2026-04-21T08:00:00,Databricks,AI Solutions Architect,Seattle,183767.0,7,"Governance, Security, Azure, Databricks, Snowflake","Databricks is hiring a AI Solutions Architect in Seattle to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting open-source contributors. Candidates should be comfortable with Governance, Security, Azure and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,77.07,1.13,0.248,57.42,-0.07,7.23,78.64,78.81,low,LinkedIn
JOB-108047,2026-04-21T12:00:00,Databricks,MLOps Engineer,Seattle,173580.0,4,"CI/CD, Monitoring, Kubeflow, Feature Store, MLflow","Databricks is hiring a MLOps Engineer in Seattle to scale mlops initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting open-source contributors. Candidates should be comfortable with CI/CD, Monitoring, Kubeflow and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,MLOps,77.07,1.13,0.248,57.42,-0.07,7.23,78.64,78.81,low,LinkedIn
JOB-108048,2026-04-22T14:00:00,Databricks,Platform Product Manager,San Francisco,170274.0,5,"Governance, Databricks, Azure, Security, Snowflake","Databricks is hiring a Platform Product Manager in San Francisco to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting open-source contributors. Candidates should be comfortable with Governance, Databricks, Azure and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,72.73,1.13,0.185,58.34,1.8,7.58,79.33,79.1,low,LinkedIn
JOB-108049,2026-04-22T13:00:00,Databricks,Platform Product Manager,Seattle,189892.0,7,"Azure, Snowflake, Governance, Databricks, Security","Databricks is hiring a Platform Product Manager in Seattle to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting open-source contributors. Candidates should be comfortable with Azure, Snowflake, Governance and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,72.73,1.13,0.185,58.34,1.8,7.58,79.33,79.1,low,LinkedIn
JOB-108050,2026-04-22T15:00:00,Databricks,Model Ops Specialist,Austin,,6,"MLflow, CI/CD, Feature Store, Kubeflow, Monitoring","Databricks is hiring a Model Ops Specialist in Austin to scale mlops initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting regional go-to-market launches. Candidates should be comfortable with MLflow, CI/CD, Feature Store and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,MLOps,72.73,1.13,0.185,58.34,1.8,7.58,79.33,79.1,low,LinkedIn
JOB-108051,2026-04-23T14:00:00,Databricks,AI Solutions Architect,Seattle,178887.0,10,"Governance, Snowflake, Security, Databricks, Azure","Databricks is hiring a AI Solutions Architect in Seattle to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting regional go-to-market launches. Candidates should be comfortable with Governance, Snowflake, Security and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,68.6,1.13,0.169,57.19,-2.21,6.67,81.19,80.48,low,LinkedIn
JOB-108052,2026-04-24T09:00:00,Databricks,Streaming Engineer,Austin,158203.0,4,"dbt, PostgreSQL, Airflow, Spark, Kafka","Databricks is hiring a Streaming Engineer in Austin to scale data engineering initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting open-source contributors. Candidates should be comfortable with dbt, PostgreSQL, Airflow and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Data Engineering,76.43,1.13,0.083,55.41,-3.25,7.75,78.98,79.79,low,LinkedIn
JOB-108053,2026-04-26T13:00:00,Databricks,Platform Product Manager,San Francisco,173384.0,5,"Databricks, Snowflake, Security, Governance, Azure","Databricks is hiring a Platform Product Manager in San Francisco to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting regional go-to-market launches. Candidates should be comfortable with Databricks, Snowflake, Security and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,79.61,1.13,0.241,55.6,4.75,8.55,80.66,81.58,low,LinkedIn
JOB-108054,2026-04-26T08:00:00,Databricks,AI Solutions Architect,San Francisco,177856.0,5,"Security, Governance, Azure, Snowflake, Databricks","Databricks is hiring a AI Solutions Architect in San Francisco to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting open-source contributors. Candidates should be comfortable with Security, Governance, Azure and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,79.61,1.13,0.241,55.6,4.75,8.55,80.66,81.58,low,LinkedIn
JOB-108055,2026-04-26T20:00:00,Databricks,Analytics Engineer,San Francisco,153644.0,5,"Spark, Airflow, dbt, PostgreSQL, Kafka","Databricks is hiring a Analytics Engineer in San Francisco to scale data engineering initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting production customers. Candidates should be comfortable with Spark, Airflow, dbt and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Data Engineering,79.61,1.13,0.241,55.6,4.75,8.55,80.66,81.58,low,LinkedIn
JOB-108056,2026-04-27T17:00:00,Databricks,ML Platform Engineer,San Francisco,159074.0,2,"Kubeflow, CI/CD, Monitoring, MLflow, Feature Store","Databricks is hiring a ML Platform Engineer in San Francisco to scale mlops initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting internal platform teams. Candidates should be comfortable with Kubeflow, CI/CD, Monitoring and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,MLOps,76.48,1.13,0.272,56.78,1.8,6.89,79.87,79.8,low,LinkedIn
JOB-108057,2026-04-28T15:00:00,Databricks,AI Solutions Architect,Austin,154912.0,3,"Azure, Snowflake, Databricks, Security, Governance","Databricks is hiring a AI Solutions Architect in Austin to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting production customers. Candidates should be comfortable with Azure, Snowflake, Databricks and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,77.48,1.13,0.267,58.61,3.79,8.85,80.32,82.36,low,LinkedIn
JOB-108058,2026-04-28T16:00:00,Databricks,Analytics Engineer,San Francisco,156478.0,3,"PostgreSQL, Kafka, dbt, Airflow, Spark","Databricks is hiring a Analytics Engineer in San Francisco to scale data engineering initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting internal platform teams. Candidates should be comfortable with PostgreSQL, Kafka, dbt and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Data Engineering,77.48,1.13,0.267,58.61,3.79,8.85,80.32,82.36,low,LinkedIn
JOB-108059,2026-04-28T17:00:00,Databricks,Platform Product Manager,New York,172845.0,8,"Azure, Security, Databricks, Governance, Snowflake","Databricks is hiring a Platform Product Manager in New York to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting open-source contributors. Candidates should be comfortable with Azure, Security, Databricks and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,77.48,1.13,0.267,58.61,3.79,8.85,80.32,82.36,low,LinkedIn
JOB-108060,2026-04-28T18:00:00,Databricks,ML Platform Engineer,New York,131439.0,4,"Kubeflow, Monitoring, MLflow, Feature Store, CI/CD","Databricks is hiring a ML Platform Engineer in New York to scale mlops initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting open-source contributors. Candidates should be comfortable with Kubeflow, Monitoring, MLflow and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,MLOps,77.48,1.13,0.267,58.61,3.79,8.85,80.32,82.36,low,LinkedIn
JOB-108061,2026-04-29T21:00:00,Databricks,Enterprise AI Consultant,Seattle,157177.0,6,"Snowflake, Databricks, Azure, Governance, Security","Databricks is hiring a Enterprise AI Consultant in Seattle to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting internal platform teams. Candidates should be comfortable with Snowflake, Databricks, Azure and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Enterprise AI,76.36,1.13,0.088,56.19,-4.57,8.28,79.27,80.05,low,LinkedIn
JOB-108062,2026-04-29T16:00:00,Databricks,MLOps Engineer,New York,135942.0,3,"MLflow, Kubeflow, CI/CD, Feature Store, Monitoring","Databricks is hiring a MLOps Engineer in New York to scale mlops initiatives across enterprise and developer workflows. The team is focused on global availability while supporting internal platform teams. Candidates should be comfortable with MLflow, Kubeflow, CI/CD and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,MLOps,76.36,1.13,0.088,56.19,-4.57,8.28,79.27,80.05,low,LinkedIn
JOB-108063,2026-04-30T15:00:00,Databricks,Streaming Engineer,New York,170388.0,4,"dbt, PostgreSQL, Kafka, Airflow, Spark","Databricks is hiring a Streaming Engineer in New York to scale data engineering initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting internal platform teams. Candidates should be comfortable with dbt, PostgreSQL, Kafka and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Data Engineering,81.64,1.13,0.148,56.33,0.16,7.38,79.15,78.47,low,LinkedIn
JOB-108064,2026-04-30T20:00:00,Databricks,Streaming Engineer,Austin,173310.0,1,"dbt, Spark, Airflow, Kafka, PostgreSQL","Databricks is hiring a Streaming Engineer in Austin to scale data engineering initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting regional go-to-market launches. Candidates should be comfortable with dbt, Spark, Airflow and cross-functional delivery in a fast-moving market.",CMP-010,United States,North America,Data Engineering,81.64,1.13,0.148,56.33,0.16,7.38,79.15,78.47,low,LinkedIn
JOB-108065,2025-01-01T16:00:00,Snowflake,AI Solutions Architect,New York,169312.0,4,"Snowflake, Azure, Security, Governance, Databricks","Snowflake is hiring a AI Solutions Architect in New York to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting production customers. Candidates should be comfortable with Snowflake, Azure, Security and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Enterprise AI,68.63,1.13,-0.028,48.02,1.59,7.22,75.41,78.97,low,LinkedIn
JOB-108066,2025-01-02T20:00:00,Snowflake,AI Solutions Architect,Austin,155069.0,3,"Azure, Governance, Databricks, Snowflake, Security","Snowflake is hiring a AI Solutions Architect in Austin to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting open-source contributors. Candidates should be comfortable with Azure, Governance, Databricks and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Enterprise AI,64.64,1.13,0.121,46.22,-3.87,6.36,72.0,79.98,low,LinkedIn
JOB-108067,2025-01-02T10:00:00,Snowflake,Cloud Architect,San Francisco,173173.0,8,"Terraform, Linux, AWS, Kubernetes, Observability","Snowflake is hiring a Cloud Architect in San Francisco to scale cloud computing initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting regional go-to-market launches. Candidates should be comfortable with Terraform, Linux, AWS and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Cloud Computing,64.64,1.13,0.121,46.22,-3.87,6.36,72.0,79.98,low,LinkedIn
JOB-108068,2025-01-03T14:00:00,Snowflake,AI Solutions Architect,Austin,173876.0,8,"Security, Snowflake, Governance, Databricks, Azure","Snowflake is hiring a AI Solutions Architect in Austin to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting open-source contributors. Candidates should be comfortable with Security, Snowflake, Governance and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Enterprise AI,69.13,1.13,0.158,43.97,-5.14,8.67,75.91,81.38,low,LinkedIn
JOB-108069,2025-01-03T11:00:00,Snowflake,Platform Engineer,Seattle,148889.0,3,"Kubernetes, Linux, Observability, AWS, Terraform","Snowflake is hiring a Platform Engineer in Seattle to scale cloud computing initiatives across enterprise and developer workflows. The team is focused on global availability while supporting open-source contributors. Candidates should be comfortable with Kubernetes, Linux, Observability and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Cloud Computing,69.13,1.13,0.158,43.97,-5.14,8.67,75.91,81.38,low,LinkedIn
JOB-108070,2025-01-04T19:00:00,Snowflake,Platform Product Manager,Seattle,172762.0,4,"Governance, Security, Snowflake, Azure, Databricks","Snowflake is hiring a Platform Product Manager in Seattle to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting open-source contributors. Candidates should be comfortable with Governance, Security, Snowflake and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Enterprise AI,64.59,1.13,0.137,44.91,2.49,7.95,73.53,80.09,low,LinkedIn
JOB-108071,2025-01-05T08:00:00,Snowflake,Cloud Architect,Austin,150340.0,5,"AWS, Linux, Terraform, Observability, Kubernetes","Snowflake is hiring a Cloud Architect in Austin to scale cloud computing initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting production customers. Candidates should be comfortable with AWS, Linux, Terraform and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Cloud Computing,67.39,1.13,0.185,44.41,-0.97,6.42,73.06,79.37,low,LinkedIn
JOB-108072,2025-01-06T19:00:00,Snowflake,Platform Engineer,San Francisco,159350.0,3,"Linux, Kubernetes, Terraform, AWS, Observability","Snowflake is hiring a Platform Engineer in San Francisco to scale cloud computing initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting open-source contributors. Candidates should be comfortable with Linux, Kubernetes, Terraform and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Cloud Computing,70.15,1.13,0.186,46.93,5.65,8.44,74.63,78.72,low,LinkedIn
JOB-108073,2025-01-08T12:00:00,Snowflake,AI Solutions Architect,New York,160613.0,5,"Databricks, Azure, Snowflake, Security, Governance","Snowflake is hiring a AI Solutions Architect in New York to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting regional go-to-market launches. Candidates should be comfortable with Databricks, Azure, Snowflake and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Enterprise AI,55.97,1.13,0.084,45.62,-3.78,7.86,74.89,80.2,low,LinkedIn
JOB-108074,2025-01-08T19:00:00,Snowflake,Platform Product Manager,New York,186706.0,7,"Security, Governance, Snowflake, Azure, Databricks","Snowflake is hiring a Platform Product Manager in New York to scale enterprise ai initiatives across enterprise and developer workflows. The team is focused on global availability while supporting open-source contributors. Candidates should be comfortable with Security, Governance, Snowflake and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Enterprise AI,55.97,1.13,0.084,45.62,-3.78,7.86,74.89,80.2,low,LinkedIn
JOB-108075,2025-01-09T17:00:00,Snowflake,Growth Engineer,Austin,151008.0,4,"Product Analytics, APIs, SQL, Billing, Customer Success","Snowflake is hiring a Growth Engineer in Austin to scale saas initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting regional go-to-market launches. Candidates should be comfortable with Product Analytics, APIs, SQL and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,SaaS,64.15,1.13,0.155,46.02,0.75,7.44,73.75,77.86,low,LinkedIn
JOB-108076,2025-01-10T18:00:00,Snowflake,Site Reliability Engineer,San Francisco,142200.0,5,"Observability, Terraform, Kubernetes, AWS, Linux","Snowflake is hiring a Site Reliability Engineer in San Francisco to scale cloud computing initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting open-source contributors. Candidates should be comfortable with Observability, Terraform, Kubernetes and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Cloud Computing,64.42,1.13,0.222,45.51,-0.35,9.8,74.53,83.55,low,LinkedIn
JOB-108077,2025-01-13T12:00:00,Snowflake,Streaming Engineer,Seattle,134665.0,3,"Spark, Kafka, Airflow, dbt, PostgreSQL","Snowflake is hiring a Streaming Engineer in Seattle to scale data engineering initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting production customers. Candidates should be comfortable with Spark, Kafka, Airflow and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Data Engineering,64.1,1.13,0.104,46.28,1.99,6.51,76.62,79.54,low,LinkedIn
JOB-108078,2025-01-15T10:00:00,Snowflake,Site Reliability Engineer,Austin,134903.0,3,"Linux, Kubernetes, Observability, AWS, Terraform","Snowflake is hiring a Site Reliability Engineer in Austin to scale cloud computing initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting production customers. Candidates should be comfortable with Linux, Kubernetes, Observability and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Cloud Computing,72.76,1.13,0.126,47.5,-1.16,7.81,73.83,81.78,low,LinkedIn
JOB-108079,2025-01-17T15:00:00,Snowflake,Cloud Architect,Austin,172643.0,5,"Terraform, AWS, Linux, Observability, Kubernetes","Snowflake is hiring a Cloud Architect in Austin to scale cloud computing initiatives across enterprise and developer workflows. The team is focused on global availability while supporting regional go-to-market launches. Candidates should be comfortable with Terraform, AWS, Linux and cross-functional delivery in a fast-moving market.",CMP-011,United States,North America,Cloud Computing,65.84,1.13,0.111,44.25,-5.38,8.96,75.25,81.89,low,LinkedIn
